1,1757579024597380,62274
2,1757579024659655,44106
3,1757579024703763,44898
4,1757579024748662,48760
5,1757579024797423,44131
6,1757579024841555,49064
7,1757579024890621,45039
8,1757579024935661,45238
9,1757579024980900,44602
10,1757579025025503,43978
11,1757579025069482,43857
12,1757579025113341,44697
13,1757579025158039,45441
14,1757579025203481,43373
15,1757579025246855,43672
16,1757579025290528,43344
17,1757579025333873,45366
18,1757579025379240,43914
19,1757579025423155,43954
20,1757579025467110,44454
21,1757579025511566,44207
22,1757579025555775,45291
23,1757579025601068,44496
24,1757579025645565,44292
25,1757579025689859,44375
26,1757579025734235,43987
27,1757579025778223,42945
28,1757579025821169,43395
29,1757579025864566,43911
30,1757579025908478,42726
31,1757579025951205,43324
32,1757579025994530,44193
33,1757579026038724,43844
34,1757579026082569,42517
35,1757579026125087,43076
36,1757579026168164,43595
37,1757579026211761,43560
38,1757579026255322,43111
39,1757579026298434,43996
40,1757579026342432,44087
41,1757579026386520,43493
42,1757579026430013,43155
43,1757579026473169,42852
44,1757579026516021,42045
45,1757579026558067,42043
46,1757579026600110,41962
47,1757579026642073,43336
48,1757579026685410,44513
49,1757579026729924,44393
50,1757579026774319,43738
51,1757579026818057,43007
52,1757579026861065,42846
53,1757579026903911,43839
54,1757579026947751,43547
55,1757579026991299,44333
56,1757579027035634,45550
57,1757579027081185,44120
58,1757579027125307,44088
59,1757579027169396,44895
60,1757579027214293,44434
61,1757579027258729,44259
62,1757579027302989,44872
63,1757579027347863,46609
64,1757579027394473,46150
65,1757579027440624,43731
66,1757579027484356,46380
67,1757579027530737,44029
68,1757579027574767,45064
69,1757579027619832,44206
70,1757579027664039,43430
71,1757579027707470,43162
72,1757579027750633,43632
73,1757579027794267,44163
74,1757579027838431,44068
75,1757579027882500,44625
76,1757579027927126,44174
77,1757579027971301,46217
78,1757579028017519,43309
79,1757579028060828,42362
80,1757579028103190,45756
81,1757579028148948,43400
82,1757579028192349,43059
83,1757579028235409,43816
84,1757579028279226,45597
85,1757579028324824,42163
86,1757579028366988,42517
87,1757579028409506,43327
88,1757579028452835,42718
89,1757579028495554,42836
90,1757579028538391,43135
91,1757579028581527,42712
92,1757579028624240,44012
93,1757579028668253,43522
94,1757579028711776,43166
95,1757579028754942,42544
96,1757579028797486,43287
97,1757579028840774,42411
98,1757579028883186,45185
99,1757579028928372,42650
100,1757579028971023,42062
