1,1756737713842896,47822
2,1756737713890719,81826
3,1756737713972546,82043
4,1756737714054590,81892
5,1756737714136484,82008
6,1756737714218492,81908
7,1756737714300401,82948
8,1756737714383350,81129
9,1756737714464480,82139
10,1756737714546620,82956
11,1756737714629577,81844
12,1756737714711422,82009
13,1756737714793432,82162
14,1756737714875595,81824
15,1756737714957420,83247
16,1756737715040669,83039
17,1756737715123796,83137
18,1756737715206934,80933
19,1756737715287868,82643
20,1756737715370512,122883
21,1756737715493396,123116
22,1756737715616513,122859
23,1756737715739373,124644
24,1756737715864019,123310
25,1756737715987330,123058
26,1756737716110389,124252
27,1756737716234643,121748
28,1756737716356392,123177
29,1756737716479571,123728
30,1756737716603300,123264
31,1756737716726565,122755
32,1756737716849321,124264
33,1756737716973586,122976
34,1756737717096563,124071
35,1756737717220635,122981
36,1756737717343617,122754
37,1756737717466372,123105
38,1756737717589478,123096
39,1756737717712575,123768
40,1756737717836344,123079
41,1756737717959424,124148
42,1756737718083573,123246
43,1756737718206820,121583
44,1756737718328404,123024
45,1756737718451429,123144
46,1756737718574574,122837
47,1756737718697412,122835
48,1756737718820248,123112
49,1756737718943361,123006
50,1756737719066369,123156
51,1756737719189527,122885
52,1756737719312414,123917
53,1756737719436332,123352
54,1756737719559685,122934
55,1756737719682620,123003
56,1756737719805624,122759
57,1756737719928384,124174
58,1756737720052559,124297
59,1756737720176857,122612
60,1756737720299470,123189
61,1756737720422660,123144
62,1756737720545805,123576
63,1756737720669383,123009
64,1756737720792393,124228
65,1756737720916622,122886
66,1756737721039509,123385
67,1756737721162895,124578
68,1756737721287474,122948
69,1756737721410423,122998
70,1756737721533422,123225
71,1756737721656648,82907
72,1756737721739556,82016
73,1756737721821574,81749
74,1756737721903324,81991
75,1756737721985316,83156
76,1756737722068474,82056
77,1756737722150532,81821
78,1756737722232354,82500
79,1756737722314855,82883
80,1756737722397740,82549
81,1756737722480290,81992
82,1756737722562283,82183
83,1756737722644467,82405
84,1756737722726875,81866
85,1756737722808742,81883
86,1756737722890626,82061
87,1756737722972688,81894
88,1756737723054583,81860
89,1756737723136445,82009
90,1756737723218456,81905
91,1756737723300362,81976
92,1756737723382340,82021
93,1756737723464362,82131
94,1756737723546494,82101
95,1756737723628596,81903
96,1756737723710501,81796
97,1756737723792298,83081
98,1756737723875380,80962
99,1756737723956343,82097
100,1756737724038441,81944
