1,1757452120144156,1316840
2,1757452121460996,42044
3,1757452121503040,42289
4,1757452121545329,42581
5,1757452121587911,42489
6,1757452121630401,42487
7,1757452121672889,43064
8,1757452121715953,42649
9,1757452121758602,43646
10,1757452121802248,43761
11,1757452121846009,42856
12,1757452121888866,43005
13,1757452121931871,244635
14,1757452122176507,42977
15,1757452122219485,42215
16,1757452122261701,41990
17,1757452122303692,42705
18,1757452122346397,43044
19,1757452122389441,43412
20,1757452122432853,43816
21,1757452122476670,42105
22,1757452122518776,41890
23,1757452122560666,41983
24,1757452122602650,41876
25,1757452122644526,42020
26,1757452122686547,42771
27,1757452122729319,42579
28,1757452122771899,44565
29,1757452122816465,43551
30,1757452122860017,42693
31,1757452122902711,42101
32,1757452122944812,41990
33,1757452122986802,41772
34,1757452123028575,43728
35,1757452123072304,42414
36,1757452123114718,41987
37,1757452123156705,42916
38,1757452123199622,42723
39,1757452123242345,43021
40,1757452123285366,43563
41,1757452123328929,42839
42,1757452123371769,43029
43,1757452123414798,41709
44,1757452123456507,42286
45,1757452123498794,41746
46,1757452123540540,42199
47,1757452123582740,41782
48,1757452123624522,42121
49,1757452123666643,42840
50,1757452123709483,42065
51,1757452123751549,41775
52,1757452123793324,41565
53,1757452123834889,42819
54,1757452123877708,42090
55,1757452123919799,42330
56,1757452123962130,42295
57,1757452124004426,41919
58,1757452124046345,43471
59,1757452124089817,42103
60,1757452124131920,41507
61,1757452124173427,42735
62,1757452124216162,41193
63,1757452124257356,42640
64,1757452124299997,42610
65,1757452124342607,42225
66,1757452124384832,41820
67,1757452124426653,41527
68,1757452124468181,41707
69,1757452124509889,41710
70,1757452124551599,41517
71,1757452124593117,41419
72,1757452124634536,41839
73,1757452124676375,42030
74,1757452124718405,42729
75,1757452124761135,42668
76,1757452124803803,41679
77,1757452124845483,41931
78,1757452124887415,41912
79,1757452124929328,42006
80,1757452124971335,42226
81,1757452125013561,42006
82,1757452125055567,41991
83,1757452125097559,42817
84,1757452125140376,42493
85,1757452125182870,41582
86,1757452125224453,42015
87,1757452125266468,42132
88,1757452125308600,41818
89,1757452125350418,42911
90,1757452125393329,40982
91,1757452125434312,41287
92,1757452125475600,42914
93,1757452125518515,42126
94,1757452125560641,41774
95,1757452125602415,41828
96,1757452125644244,41984
97,1757452125686229,42363
98,1757452125728592,41720
99,1757452125770312,41992
100,1757452125812305,42122
