1,1756845364219654,44966
2,1756845364264621,41876
3,1756845364306498,42023
4,1756845364348522,42113
5,1756845364390636,42018
6,1756845364432655,41875
7,1756845364474531,42104
8,1756845364516636,41820
9,1756845364558456,42022
10,1756845364600478,42089
11,1756845364642568,41934
12,1756845364684502,41974
13,1756845364726477,41996
14,1756845364768475,41981
15,1756845364810457,42010
16,1756845364852468,41961
17,1756845364894430,42132
18,1756845364936563,41887
19,1756845364978451,41972
20,1756845365020424,42069
21,1756845365062493,41958
22,1756845365104452,42083
23,1756845365146535,42008
24,1756845365188544,42107
25,1756845365230652,41778
26,1756845365272430,42034
27,1756845365314465,41993
28,1756845365356458,42197
29,1756845365398656,41875
30,1756845365440531,41886
31,1756845365482418,42282
32,1756845365524701,41709
33,1756845365566410,42081
34,1756845365608492,42026
35,1756845365650519,42050
36,1756845365692570,41878
37,1756845365734449,42142
38,1756845365776592,41893
39,1756845365818485,42219
40,1756845365860705,41771
41,1756845365902476,41984
42,1756845365944461,41985
43,1756845365986447,41983
44,1756845366028431,42069
45,1756845366070501,42074
46,1756845366112576,41929
47,1756845366154505,42160
48,1756845366196665,41785
49,1756845366238451,42024
50,1756845366280476,42002
51,1756845366322478,42128
52,1756845366364607,42112
53,1756845366406719,42021
54,1756845366448741,41889
55,1756845366490631,42029
56,1756845366532661,42010
57,1756845366574672,41889
58,1756845366616562,42049
59,1756845366658611,41942
60,1756845366700553,42000
61,1756845366742554,41980
62,1756845366784534,41958
63,1756845366826493,42065
64,1756845366868559,41982
65,1756845366910542,42079
66,1756845366952622,41929
67,1756845366994551,42010
68,1756845367036562,42009
69,1756845367078572,42073
70,1756845367120646,41871
71,1756845367162518,41991
72,1756845367204509,42012
73,1756845367246522,41914
74,1756845367288437,42029
75,1756845367330467,41957
76,1756845367372425,42119
77,1756845367414545,41911
78,1756845367456457,41962
79,1756845367498420,42053
80,1756845367540474,41957
81,1756845367582431,42180
82,1756845367624611,41998
83,1756845367666610,42022
84,1756845367708633,41825
85,1756845367750459,41963
86,1756845367792423,41981
87,1756845367834404,42122
88,1756845367876527,42126
89,1756845367918655,41774
90,1756845367960430,42755
91,1756845368003186,42554
92,1756845368045740,41859
93,1756845368087600,41905
94,1756845368129506,42063
95,1756845368171570,41944
96,1756845368213515,42144
97,1756845368255660,41838
98,1756845368297499,41961
99,1756845368339461,42036
100,1756845368381497,41975
