id,timestamp,latency
1,1757452122786557,42119
1,1757452122828676,41593
1,1757452122870269,42741
1,1757452122913011,41969
1,1757452122954980,42578
1,1757452122997558,42680
1,1757452123040238,42879
1,1757452123083118,42257
1,1757452123125375,41747
1,1757452123167123,42049
1,1757452123209172,43119
1,1757452123252291,42131
1,1757452123294423,42658
1,1757452123337082,41396
1,1757452123378478,42684
1,1757452123421162,41459
1,1757452123462621,41990
1,1757452123504611,42115
1,1757452123546726,42982
1,1757452123589709,41847
1,1757452123631556,42923
1,1757452123674480,41895
1,1757452123716377,42051
1,1757452123758428,43536
1,1757452123801965,42017
1,1757452123843982,42334
1,1757452123886316,42016
1,1757452123928333,42427
1,1757452123970761,42538
1,1757452124013300,42390
1,1757452124055691,1064753
1,1757452125120445,42293
1,1757452125162738,42067
1,1757452125204806,41749
1,1757452125246555,41859
1,1757452125288414,42047
1,1757452125330461,43024
1,1757452125373486,42130
1,1757452125415616,41702
1,1757452125457318,42403
1,1757452125499721,42105
1,1757452125541826,41748
1,1757452125583574,41731
1,1757452125625305,42301
1,1757452125667606,41862
1,1757452125709469,41940
1,1757452125751409,41783
1,1757452125793192,41543
1,1757452125834736,41501
1,1757452125876237,41979
1,1757452125918217,42335
1,1757452125960552,42069
1,1757452126002621,41924
1,1757452126044546,41958
1,1757452126086505,41684
1,1757452126128189,41339
1,1757452126169528,42024
1,1757452126211552,42423
1,1757452126253976,41236
1,1757452126295212,41394
1,1757452126336606,42472
1,1757452126379079,42623
1,1757452126421702,41700
1,1757452126463403,42044
1,1757452126505447,43616
1,1757452126549064,42546
1,1757452126591610,42224
1,1757452126633835,41813
1,1757452126675648,41757
1,1757452126717405,41873
1,1757452126759279,42148
1,1757452126801427,40870
1,1757452126842297,42024
1,1757452126884321,47849
1,1757452126932170,48744
1,1757452126980914,42767
1,1757452127023682,42531
1,1757452127066213,41579
1,1757452127107792,41570
1,1757452127149363,42424
1,1757452127191788,42594
1,1757452127234382,43138
1,1757452127277520,43093
1,1757452127320613,41833
1,1757452127362447,41209
1,1757452127403656,41798
1,1757452127445455,41902
2,1757452120144157,1074502
2,1757452121218660,46344
2,1757452121265005,43132
2,1757452121308137,43106
2,1757452121351243,42473
2,1757452121393716,42998
2,1757452121436714,43995
2,1757452121480710,42489
2,1757452121523199,43870
2,1757452121567070,44486
2,1757452121611556,43996
2,1757452121655553,43034
2,1757452121698587,42936
2,1757452121741523,42758
2,1757452121784281,42323
2,1757452121826605,42314
2,1757452121868920,43202
2,1757452121912122,41671
2,1757452121953793,42684
2,1757452121996478,43443
2,1757452122039921,43566
2,1757452122083488,42756
2,1757452122126245,43518
2,1757452122169763,42847
2,1757452122212611,42019
2,1757452122254630,43206
2,1757452122297836,43486
2,1757452122341322,41564
2,1757452122382886,41761
2,1757452122424648,43157
2,1757452122467805,42620
2,1757452122510425,42204
2,1757452122552629,42031
2,1757452122594660,43660
2,1757452122638321,43035
2,1757452122681358,44843
2,1757452122726202,42689
2,1757452122768892,41791
2,1757452122810683,43723
2,1757452122854406,42282
2,1757452122896689,42653
2,1757452122939342,42304
2,1757452122981646,42788
2,1757452123024434,43124
2,1757452123067559,43451
2,1757452123111010,41993
2,1757452123153003,41845
2,1757452123194848,41553
2,1757452123236402,42476
2,1757452123278878,41498
2,1757452123320376,42431
2,1757452123362808,42814
2,1757452123405623,42306
2,1757452123447929,41538
2,1757452123489467,43529
2,1757452123532997,42803
2,1757452123575800,41852
2,1757452123617652,1054697
2,1757452124672350,42137
2,1757452124714487,42249
2,1757452124756737,41806
2,1757452124798543,41752
2,1757452124840296,42187
2,1757452124882483,41955
2,1757452124924439,41775
2,1757452124966215,40921
2,1757452125007137,41676
2,1757452125048814,1063746
2,1757452126112561,41888
2,1757452126154450,41852
2,1757452126196302,42239
2,1757452126238541,43587
2,1757452126282128,42307
2,1757452126324435,43971
2,1757452126368407,42325
2,1757452126410732,42406
2,1757452126453138,42703
2,1757452126495841,41735
2,1757452126537576,42696
2,1757452126580272,41191
2,1757452126621464,42200
2,1757452126663664,41923
2,1757452126705587,42251
2,1757452126747838,41969
2,1757452126789807,42087
2,1757452126831895,42358
2,1757452126874254,42293
2,1757452126916548,42071
2,1757452126958620,46729
2,1757452127005349,42083
2,1757452127047432,42602
2,1757452127090034,41561
2,1757452127131595,42131
2,1757452127173726,42992
2,1757452127216718,42512
2,1757452127259230,42359
2,1757452127301589,41937
2,1757452127343527,42502
2,1757452127386029,42417
2,1757452127428447,42111
3,1757452120144164,114212
3,1757452120258376,47261
3,1757452120305637,43370
3,1757452120349008,41588
3,1757452120390596,42227
3,1757452120432823,42165
3,1757452120474989,41913
3,1757452120516903,43523
3,1757452120560426,45248
3,1757452120605674,44055
3,1757452120649730,46753
3,1757452120696484,43895
3,1757452120740380,42938
3,1757452120783319,42196
3,1757452120825516,43618
3,1757452120869135,45782
3,1757452120914919,43402
3,1757452120958322,43439
3,1757452121001762,42429
3,1757452121044192,44474
3,1757452121088666,42965
3,1757452121131632,42503
3,1757452121174136,43367
3,1757452121217503,43776
3,1757452121261280,44826
3,1757452121306107,42579
3,1757452121348686,43344
3,1757452121392031,43262
3,1757452121435293,41237
3,1757452121476530,41875
3,1757452121518406,43097
3,1757452121561503,42105
3,1757452121603608,42230
3,1757452121645839,42083
3,1757452121687923,41960
3,1757452121729883,41882
3,1757452121771765,41997
3,1757452121813763,42455
3,1757452121856219,43050
3,1757452121899269,249217
3,1757452122148486,42484
3,1757452122190971,43046
3,1757452122234018,42135
3,1757452122276154,42418
3,1757452122318573,42378
3,1757452122360951,42750
3,1757452122403702,42742
3,1757452122446444,1043027
3,1757452123489472,43400
3,1757452123532872,41588
3,1757452123574460,43109
3,1757452123617569,42811
3,1757452123660380,41928
3,1757452123702308,41916
3,1757452123744224,42720
3,1757452123786945,41594
3,1757452123828540,42000
3,1757452123870540,42119
3,1757452123912659,43504
3,1757452123956163,42927
3,1757452123999090,41532
3,1757452124040623,43358
3,1757452124083981,41672
3,1757452124125654,43595
3,1757452124169249,43077
3,1757452124212327,41496
3,1757452124253823,41674
3,1757452124295498,42223
3,1757452124337722,42244
3,1757452124379966,41461
3,1757452124421428,42665
3,1757452124464093,41517
3,1757452124505610,41878
3,1757452124547489,41996
3,1757452124589486,42166
3,1757452124631653,41804
3,1757452124673457,42007
3,1757452124715464,42112
3,1757452124757576,42159
3,1757452124799736,41394
3,1757452124841130,41501
3,1757452124882631,41891
3,1757452124924522,41753
3,1757452124966276,40972
3,1757452125007248,41810
3,1757452125049058,42799
3,1757452125091857,1053613
3,1757452126145470,42005
3,1757452126187476,42334
3,1757452126229810,42961
3,1757452126272771,41916
3,1757452126314687,42125
3,1757452126356812,41627
3,1757452126398440,44383
3,1757452126442824,42326
3,1757452126485151,42088
3,1757452126527239,42314
3,1757452126569553,41585
3,1757452126611139,41298
3,1757452126652438,42207
4,1757452120144101,1312542
4,1757452121456643,42950
4,1757452121499593,42078
4,1757452121541671,42201
4,1757452121583873,43978
4,1757452121627852,42098
4,1757452121669950,41375
4,1757452121711326,42346
4,1757452121753672,43027
4,1757452121796699,42737
4,1757452121839437,43461
4,1757452121882898,42716
4,1757452121925614,41954
4,1757452121967568,43044
4,1757452122010613,42513
4,1757452122053127,42570
4,1757452122095697,42432
4,1757452122138130,43981
4,1757452122182111,43976
4,1757452122226088,43068
4,1757452122269157,1063286
4,1757452123332444,42045
4,1757452123374490,41661
4,1757452123416151,42805
4,1757452123458957,42745
4,1757452123501703,41533
4,1757452123543237,41820
4,1757452123585058,41264
4,1757452123626322,41997
4,1757452123668320,41910
4,1757452123710230,42037
4,1757452123752267,41087
4,1757452123793354,41608
4,1757452123834962,42563
4,1757452123877526,42472
4,1757452123919998,41478
4,1757452123961477,42114
4,1757452124003592,41727
4,1757452124045319,42768
4,1757452124088087,41656
4,1757452124129744,41554
4,1757452124171298,42729
4,1757452124214028,42260
4,1757452124256288,42193
4,1757452124298482,43961
4,1757452124342444,1068593
4,1757452125411038,41455
4,1757452125452493,42011
4,1757452125494505,42369
4,1757452125536875,41797
4,1757452125578672,41793
4,1757452125620465,42156
4,1757452125662621,41901
4,1757452125704522,41954
4,1757452125746476,41978
4,1757452125788454,42039
4,1757452125830493,42071
4,1757452125872564,41666
4,1757452125914230,41214
4,1757452125955444,42045
4,1757452125997489,42448
4,1757452126039937,42289
4,1757452126082226,41688
4,1757452126123914,41889
4,1757452126165804,41579
4,1757452126207383,41914
4,1757452126249298,44228
4,1757452126293526,42338
4,1757452126335864,41831
4,1757452126377695,44071
4,1757452126421767,42808
4,1757452126464575,42683
4,1757452126507259,41862
4,1757452126549121,42292
4,1757452126591414,42498
4,1757452126633912,41667
4,1757452126675580,41751
4,1757452126717332,42137
4,1757452126759470,41803
4,1757452126801273,41203
4,1757452126842476,41802
4,1757452126884278,47888
4,1757452126932166,48861
4,1757452126981027,42505
4,1757452127023533,42769
4,1757452127066303,41377
4,1757452127107680,41799
4,1757452127149479,42379
4,1757452127191858,42455
4,1757452127234313,42410
4,1757452127276724,42313
4,1757452127319038,41408
4,1757452127360447,41935
4,1757452127402383,42041
4,1757452127444425,41866
4,1757452127486292,41919
4,1757452127528212,41055
4,1757452127569267,41949
4,1757452127611216,42596
4,1757452127653812,41316
5,1757452120144050,1105815
5,1757452121249866,45453
5,1757452121295319,44864
5,1757452121340183,45017
5,1757452121385201,44550
5,1757452121429752,42050
5,1757452121471802,42265
5,1757452121514067,42660
5,1757452121556727,42136
5,1757452121598864,45009
5,1757452121643873,43207
5,1757452121687081,41444
5,1757452121728525,43058
5,1757452121771584,44445
5,1757452121816029,41324
5,1757452121857354,42877
5,1757452121900231,43447
5,1757452121943678,42375
5,1757452121986054,42499
5,1757452122028553,42636
5,1757452122071189,41717
5,1757452122112907,42563
5,1757452122155471,42103
5,1757452122197574,43202
5,1757452122240776,43501
5,1757452122284277,42265
5,1757452122326542,43467
5,1757452122370009,42946
5,1757452122412956,43268
5,1757452122456224,42106
5,1757452122498331,42521
5,1757452122540852,42929
5,1757452122583781,42831
5,1757452122626613,42875
5,1757452122669489,43739
5,1757452122713228,42775
5,1757452122756003,44240
5,1757452122800244,42820
5,1757452122843064,42573
5,1757452122885637,42931
5,1757452122928569,42112
5,1757452122970681,43007
5,1757452123013689,41878
5,1757452123055568,42519
5,1757452123098088,43748
5,1757452123141836,42427
5,1757452123184264,43237
5,1757452123227501,42389
5,1757452123269890,41716
5,1757452123311607,43117
5,1757452123354724,41857
5,1757452123396581,41820
5,1757452123438402,42668
5,1757452123481071,41521
5,1757452123522592,41948
5,1757452123564540,41944
5,1757452123606485,42100
5,1757452123648585,41945
5,1757452123690531,42161
5,1757452123732693,42930
5,1757452123775623,41837
5,1757452123817460,42233
5,1757452123859693,43156
5,1757452123902849,42211
5,1757452123945061,42632
5,1757452123987694,41777
5,1757452124029471,42576
5,1757452124072047,41778
5,1757452124113825,42186
5,1757452124156011,42139
5,1757452124198151,42386
5,1757452124240537,41704
5,1757452124282241,41483
5,1757452124323724,41609
5,1757452124365334,42257
5,1757452124407591,41595
5,1757452124449186,41937
5,1757452124491123,41346
5,1757452124532469,42036
5,1757452124574505,41847
5,1757452124616352,42245
5,1757452124658598,41923
5,1757452124700521,42193
5,1757452124742715,41877
5,1757452124784593,42192
5,1757452124826786,42804
5,1757452124869591,42842
5,1757452124912433,42080
5,1757452124954513,41562
5,1757452124996075,42225
5,1757452125038300,42155
5,1757452125080455,42340
5,1757452125122795,41315
5,1757452125164111,41216
5,1757452125205327,42613
5,1757452125247940,41780
5,1757452125289720,42202
5,1757452125331922,42078
5,1757452125374001,41611
5,1757452125415612,41740
6,1757452120144133,1105798
6,1757452121249932,45164
6,1757452121295097,1074250
6,1757452122369347,247151
6,1757452122616498,42621
6,1757452122659120,42682
6,1757452122701803,42298
6,1757452122744102,43447
6,1757452122787549,43385
6,1757452122830934,42644
6,1757452122873578,42047
6,1757452122915626,42829
6,1757452122958455,43504
6,1757452123001960,41713
6,1757452123043673,42065
6,1757452123085738,43474
6,1757452123129212,42396
6,1757452123171609,42188
6,1757452123213798,42487
6,1757452123256286,42372
6,1757452123298659,42269
6,1757452123340928,42669
6,1757452123383597,42959
6,1757452123426556,43729
6,1757452123470285,1043149
6,1757452124513434,42201
6,1757452124555636,43153
6,1757452124598789,1066514
6,1757452125665303,41436
6,1757452125706740,41449
6,1757452125748189,41236
6,1757452125789425,42086
6,1757452125831511,42465
6,1757452125873977,41276
6,1757452125915254,41128
6,1757452125956382,41302
6,1757452125997684,42268
6,1757452126039952,41380
6,1757452126081332,42235
6,1757452126123567,42299
6,1757452126165866,41677
6,1757452126207543,41781
6,1757452126249324,41939
6,1757452126291263,40975
6,1757452126332238,42243
6,1757452126374481,42307
6,1757452126416789,42109
6,1757452126458899,42122
6,1757452126501021,42390
6,1757452126543412,42136
6,1757452126585549,41999
6,1757452126627549,41968
6,1757452126669518,41943
6,1757452126711461,42278
6,1757452126753739,41525
6,1757452126795264,42210
6,1757452126837475,41950
6,1757452126879425,41869
6,1757452126921295,44631
6,1757452126965926,42325
6,1757452127008252,42852
6,1757452127051104,42120
6,1757452127093224,42101
6,1757452127135325,42332
6,1757452127177657,42079
6,1757452127219736,42184
6,1757452127261921,42162
6,1757452127304084,41479
6,1757452127345564,42835
6,1757452127388400,1063829
6,1757452128452230,42598
6,1757452128494828,43174
6,1757452128538003,44522
6,1757452128582526,41913
6,1757452128624440,41894
6,1757452128666335,42758
6,1757452128709093,43441
6,1757452128752535,41942
6,1757452128794478,42119
6,1757452128836598,41980
6,1757452128878578,42064
6,1757452128920644,42847
6,1757452128963492,41936
6,1757452129005429,41861
6,1757452129047290,42257
6,1757452129089547,41911
6,1757452129131458,42013
6,1757452129173471,41943
6,1757452129215415,41129
6,1757452129256544,41924
6,1757452129298469,41997
6,1757452129340467,42494
6,1757452129382961,42672
6,1757452129425634,42347
6,1757452129467981,41672
6,1757452129509654,42967
6,1757452129552622,43163
6,1757452129595786,42022
6,1757452129637809,42811
6,1757452129680621,42140
7,1757452120143979,113922
7,1757452120257901,50235
7,1757452120308136,43665
7,1757452120351801,42186
7,1757452120393987,41535
7,1757452120435522,42334
7,1757452120477856,41653
7,1757452120519510,42249
7,1757452120561759,45591
7,1757452120607350,1059748
7,1757452121667098,42831
7,1757452121709930,42637
7,1757452121752567,43810
7,1757452121796378,43554
7,1757452121839932,41407
7,1757452121881340,42995
7,1757452121924335,42157
7,1757452121966493,42566
7,1757452122009059,43683
7,1757452122052743,42574
7,1757452122095318,43264
7,1757452122138583,43574
7,1757452122182157,42786
7,1757452122224944,43473
7,1757452122268418,43664
7,1757452122312082,42964
7,1757452122355048,1069339
7,1757452123424387,42140
7,1757452123466527,42644
7,1757452123509172,42576
7,1757452123551749,41697
7,1757452123593446,42297
7,1757452123635744,41555
7,1757452123677300,41241
7,1757452123718541,41209
7,1757452123759751,1077608
7,1757452124837359,42029
7,1757452124879388,42122
7,1757452124921510,42841
7,1757452124964351,42647
7,1757452125006998,41552
7,1757452125048550,43317
7,1757452125091867,42737
7,1757452125134604,42912
7,1757452125177516,44057
7,1757452125221574,42600
7,1757452125264174,41318
7,1757452125305492,42354
7,1757452125347847,41895
7,1757452125389743,42018
7,1757452125431761,41993
7,1757452125473755,42405
7,1757452125516160,42334
7,1757452125558494,42195
7,1757452125600690,41946
7,1757452125642637,41879
7,1757452125684516,41754
7,1757452125726270,41587
7,1757452125767857,41766
7,1757452125809623,42187
7,1757452125851811,42010
7,1757452125893821,42036
7,1757452125935858,42414
7,1757452125978272,41344
7,1757452126019617,42026
7,1757452126061643,42037
7,1757452126103681,42087
7,1757452126145769,41714
7,1757452126187483,42972
7,1757452126230456,42124
7,1757452126272580,42245
7,1757452126314825,41749
7,1757452126356574,42527
7,1757452126399102,42827
7,1757452126441929,42473
7,1757452126484402,42006
7,1757452126526409,42086
7,1757452126568495,41954
7,1757452126610449,41944
7,1757452126652393,42137
7,1757452126694531,41767
7,1757452126736299,41314
7,1757452126777614,41892
7,1757452126819507,42145
7,1757452126861653,42081
7,1757452126903734,41837
7,1757452126945572,41907
7,1757452126987479,41985
7,1757452127029465,42052
7,1757452127071517,41828
7,1757452127113346,42180
7,1757452127155526,41932
7,1757452127197458,42200
7,1757452127239659,41754
7,1757452127281413,42137
7,1757452127323550,41769
7,1757452127365319,41931
7,1757452127407250,41859
7,1757452127449109,42409
7,1757452127491519,43312
8,1757452120144165,1074739
8,1757452121218904,43758
8,1757452121262663,45178
8,1757452121307842,43304
8,1757452121351147,42656
8,1757452121393804,42743
8,1757452121436548,44948
8,1757452121481496,43885
8,1757452121525381,44026
8,1757452121569407,42587
8,1757452121611994,43555
8,1757452121655549,42983
8,1757452121698533,42888
8,1757452121741421,42858
8,1757452121784279,42136
8,1757452121826416,42544
8,1757452121868960,43135
8,1757452121912095,41530
8,1757452121953625,43053
8,1757452121996679,43276
8,1757452122039955,41883
8,1757452122081838,41761
8,1757452122123600,41730
8,1757452122165331,43653
8,1757452122208985,42625
8,1757452122251610,42111
8,1757452122293722,42556
8,1757452122336279,42066
8,1757452122378346,41922
8,1757452122420269,42766
8,1757452122463036,42491
8,1757452122505527,43758
8,1757452122549286,42951
8,1757452122592238,42753
8,1757452122634992,42725
8,1757452122677718,42607
8,1757452122720326,42278
8,1757452122762604,42760
8,1757452122805365,42882
8,1757452122848248,42061
8,1757452122890310,42162
8,1757452122932472,41752
8,1757452122974225,42149
8,1757452123016375,42497
8,1757452123058873,41449
8,1757452123100322,41788
8,1757452123142110,42080
8,1757452123184190,42518
8,1757452123226708,42970
8,1757452123269678,42188
8,1757452123311866,2100460
8,1757452125412326,42325
8,1757452125454651,41899
8,1757452125496550,42002
8,1757452125538553,42125
8,1757452125580679,41779
8,1757452125622458,41842
8,1757452125664300,42461
8,1757452125706761,41316
8,1757452125748078,41382
8,1757452125789460,42030
8,1757452125831490,42595
8,1757452125874085,41097
8,1757452125915182,41211
8,1757452125956393,41217
8,1757452125997610,1044091
8,1757452127041701,41929
8,1757452127083630,41895
8,1757452127125525,42861
8,1757452127168387,42821
8,1757452127211208,41428
8,1757452127252636,42007
8,1757452127294643,41869
8,1757452127336512,41579
8,1757452127378092,42476
8,1757452127420569,41926
8,1757452127462495,42123
8,1757452127504619,49705
8,1757452127554324,41978
8,1757452127596303,41898
8,1757452127638202,42627
8,1757452127680830,41732
8,1757452127722562,43051
8,1757452127765613,42098
8,1757452127807712,41873
8,1757452127849585,42019
8,1757452127891604,42152
8,1757452127933756,42044
8,1757452127975801,41782
8,1757452128017583,42857
8,1757452128060440,42038
8,1757452128102478,41943
8,1757452128144422,41936
8,1757452128186359,42625
8,1757452128228984,42303
8,1757452128271288,42676
8,1757452128313965,41609
8,1757452128355575,41695
8,1757452128397270,42816
8,1757452128440086,41533
9,1757452120144130,2130599
9,1757452122274729,42390
9,1757452122317120,42703
9,1757452122359824,43130
9,1757452122402954,43397
9,1757452122446352,1043033
9,1757452123489385,43125
9,1757452123532510,42054
9,1757452123574564,42048
9,1757452123616612,41749
9,1757452123658362,42074
9,1757452123700437,41923
9,1757452123742361,40865
9,1757452123783226,42043
9,1757452123825270,42361
9,1757452123867631,42525
9,1757452123910157,41391
9,1757452123951548,43008
9,1757452123994557,42208
9,1757452124036766,41634
9,1757452124078400,42483
9,1757452124120883,41646
9,1757452124162529,43136
9,1757452124205665,41660
9,1757452124247326,41067
9,1757452124288393,42104
9,1757452124330498,41968
9,1757452124372466,41827
9,1757452124414294,42484
9,1757452124456779,41566
9,1757452124498345,42505
9,1757452124540850,42671
9,1757452124583521,42679
9,1757452124626201,1074091
9,1757452125700292,41110
9,1757452125741402,43274
9,1757452125784676,42057
9,1757452125826733,41878
9,1757452125868611,42281
9,1757452125910892,1070845
9,1757452126981738,42972
9,1757452127024710,41739
9,1757452127066450,42028
9,1757452127108479,42249
9,1757452127150728,42379
9,1757452127193107,41355
9,1757452127234463,43111
9,1757452127277574,42505
9,1757452127320079,1065479
9,1757452128385558,41804
9,1757452128427362,42138
9,1757452128469500,42115
9,1757452128511615,42108
9,1757452128553724,43257
9,1757452128596982,41572
9,1757452128638555,41914
9,1757452128680469,41906
9,1757452128722376,42103
9,1757452128764480,42011
9,1757452128806492,42005
9,1757452128848498,42175
9,1757452128890673,41745
9,1757452128932419,42342
9,1757452128974762,41738
9,1757452129016501,41958
9,1757452129058460,42092
9,1757452129100553,42048
9,1757452129142602,41855
9,1757452129184457,42194
9,1757452129226652,41779
9,1757452129268432,42231
9,1757452129310664,41754
9,1757452129352418,42074
9,1757452129394493,41969
9,1757452129436463,41985
9,1757452129478449,41947
9,1757452129520397,42128
9,1757452129562525,41828
9,1757452129604354,42189
9,1757452129646544,41931
9,1757452129688476,43300
9,1757452129731776,41945
9,1757452129773723,43461
9,1757452129817185,42938
9,1757452129860124,43588
9,1757452129903713,42744
9,1757452129946458,42717
9,1757452129989176,42746
9,1757452130031923,42012
9,1757452130073936,42525
9,1757452130116461,43260
9,1757452130159722,43596
9,1757452130203319,43181
9,1757452130246501,42896
9,1757452130289398,42849
9,1757452130332248,42680
9,1757452130374929,42668
9,1757452130417598,42563
9,1757452130460161,42403
9,1757452130502564,42819
10,1757452120144170,114259
10,1757452120258429,44560
10,1757452120302989,42014
10,1757452120345004,43166
10,1757452120388170,42384
10,1757452120430555,42063
10,1757452120472619,1065175
10,1757452121537794,41971
10,1757452121579765,42134
10,1757452121621899,42361
10,1757452121664261,43742
10,1757452121708004,43969
10,1757452121751974,42716
10,1757452121794691,43090
10,1757452121837781,43576
10,1757452121881358,43296
10,1757452121924654,42535
10,1757452121967190,43110
10,1757452122010300,42496
10,1757452122052797,42737
10,1757452122095535,43118
10,1757452122138653,43524
10,1757452122182177,42506
10,1757452122224684,43525
10,1757452122268209,1064548
10,1757452123332757,41551
10,1757452123374308,41959
10,1757452123416267,43200
10,1757452123459467,41311
10,1757452123500779,41792
10,1757452123542572,42562
10,1757452123585135,41137
10,1757452123626273,41627
10,1757452123667900,41638
10,1757452123709538,40799
10,1757452123750337,42153
10,1757452123792490,42368
10,1757452123834858,43191
10,1757452123878049,42274
10,1757452123920323,42541
10,1757452123962865,42605
10,1757452124005471,42026
10,1757452124047497,42451
10,1757452124089949,42015
10,1757452124131964,41368
10,1757452124173333,42722
10,1757452124216056,42172
10,1757452124258229,42778
10,1757452124301008,41911
10,1757452124342919,41728
10,1757452124384648,42034
10,1757452124426682,43576
10,1757452124470258,42289
10,1757452124512547,42046
10,1757452124554593,43179
10,1757452124597772,43443
10,1757452124641215,42376
10,1757452124683591,42303
10,1757452124725895,1066462
10,1757452125792357,42167
10,1757452125834525,41846
10,1757452125876372,41897
10,1757452125918270,41562
10,1757452125959832,42031
10,1757452126001863,41534
10,1757452126043398,42106
10,1757452126085504,41991
10,1757452126127496,41835
10,1757452126169332,42389
10,1757452126211722,42180
10,1757452126253903,41258
10,1757452126295161,41240
10,1757452126336401,42879
10,1757452126379280,1045914
10,1757452127425195,42540
10,1757452127467735,45227
10,1757452127512963,42609
10,1757452127555573,41587
10,1757452127597161,41039
10,1757452127638200,42341
10,1757452127680542,42035
10,1757452127722578,43196
10,1757452127765775,41812
10,1757452127807587,41848
10,1757452127849436,42218
10,1757452127891655,42015
10,1757452127933670,42614
10,1757452127976284,42364
10,1757452128018648,41936
10,1757452128060585,41839
10,1757452128102424,42078
10,1757452128144502,41692
10,1757452128186194,42779
10,1757452128228973,42419
10,1757452128271392,42596
10,1757452128313989,41438
10,1757452128355427,41964
10,1757452128397391,42506
10,1757452128439898,42852
10,1757452128482751,42614
11,1757452120143919,1108264
11,1757452121252184,1274194
11,1757452122526378,42544
11,1757452122568923,43149
11,1757452122612072,42568
11,1757452122654640,42988
11,1757452122697629,42855
11,1757452122740484,43409
11,1757452122783893,43204
11,1757452122827097,42431
11,1757452122869528,42419
11,1757452122911948,42788
11,1757452122954736,42873
11,1757452122997610,42730
11,1757452123040340,42659
11,1757452123082999,41628
11,1757452123124627,41527
11,1757452123166154,42494
11,1757452123208648,42272
11,1757452123250920,42393
11,1757452123293314,42423
11,1757452123335737,42589
11,1757452123378327,42803
11,1757452123421131,42657
11,1757452123463788,41619
11,1757452123505408,42057
11,1757452123547466,42780
11,1757452123590246,41362
11,1757452123631608,43605
11,1757452123675213,42143
11,1757452123717357,41107
11,1757452123758465,43401
11,1757452123801867,42198
11,1757452123844065,42386
11,1757452123886451,41799
11,1757452123928251,42555
11,1757452123970807,42894
11,1757452124013701,42238
11,1757452124055939,41633
11,1757452124097573,42720
11,1757452124140293,41145
11,1757452124181438,42106
11,1757452124223545,42530
11,1757452124266075,42815
11,1757452124308891,41689
11,1757452124350581,41950
11,1757452124392531,42229
11,1757452124434760,41526
11,1757452124476286,42153
11,1757452124518439,42265
11,1757452124560704,41795
11,1757452124602499,41919
11,1757452124644419,42020
11,1757452124686439,42341
11,1757452124728780,41880
11,1757452124770660,42192
11,1757452124812852,41523
11,1757452124854375,42131
11,1757452124896506,42430
11,1757452124938936,42951
11,1757452124981888,42333
11,1757452125024221,41335
