1,1757282247511405,1112779
2,1757282248624184,44310
3,1757282248668494,46961
4,1757282248715455,45857
5,1757282248761312,42187
6,1757282248803499,43071
7,1757282248846570,41609
8,1757282248888180,43350
9,1757282248931530,1066805
10,1757282249998335,42681
11,1757282250041016,42240
12,1757282250083257,41870
13,1757282250125127,42079
14,1757282250167206,44241
15,1757282250211447,43127
16,1757282250254574,42863
17,1757282250297438,1046228
18,1757282251343666,43988
19,1757282251387654,45483
20,1757282251433138,42160
21,1757282251475298,41924
22,1757282251517223,42346
23,1757282251559569,42722
24,1757282251602292,42928
25,1757282251645220,43104
26,1757282251688324,43305
27,1757282251731630,42693
28,1757282251774323,42161
29,1757282251816485,43286
30,1757282251859772,42710
31,1757282251902482,41761
32,1757282251944244,42765
33,1757282251987010,42191
34,1757282252029201,42237
35,1757282252071438,41937
36,1757282252113376,43081
37,1757282252156457,41732
38,1757282252198189,42297
39,1757282252240486,42641
40,1757282252283128,42287
41,1757282252325416,42233
42,1757282252367650,42649
43,1757282252410299,42954
44,1757282252453254,42789
45,1757282252496044,42556
46,1757282252538600,41783
47,1757282252580383,41845
48,1757282252622228,42114
49,1757282252664343,41739
50,1757282252706083,42615
51,1757282252748698,41571
52,1757282252790269,42304
53,1757282252832574,41943
54,1757282252874517,1059882
55,1757282253934399,42712
56,1757282253977111,41108
57,1757282254018219,41884
58,1757282254060104,42448
59,1757282254102552,41666
60,1757282254144218,42017
61,1757282254186235,41944
62,1757282254228179,42389
63,1757282254270568,42906
64,1757282254313475,41792
65,1757282254355267,41859
66,1757282254397127,42132
67,1757282254439259,41944
68,1757282254481203,42104
69,1757282254523307,41845
70,1757282254565153,42103
71,1757282254607256,41995
72,1757282254649252,42199
73,1757282254691452,42377
74,1757282254733829,41430
75,1757282254775259,43655
76,1757282254818915,43089
77,1757282254862005,43181
78,1757282254905186,42213
79,1757282254947399,41840
80,1757282254989239,41891
81,1757282255031131,42099
82,1757282255073231,41171
83,1757282255114403,42821
84,1757282255157225,43364
85,1757282255200590,41842
86,1757282255242432,42207
87,1757282255284640,42035
88,1757282255326676,42678
89,1757282255369354,43035
90,1757282255412390,45983
91,1757282255458374,44170
92,1757282255502545,41931
93,1757282255544476,42856
94,1757282255587332,42054
95,1757282255629387,42132
96,1757282255671519,42235
97,1757282255713755,43309
98,1757282255757065,42519
99,1757282255799584,41986
100,1757282255841571,42899
